216,521_US_793.txt,1997,"DENNIS C. VACCO, ATTORNEY GENERAL OF NEW YORK, ET AL., PETITIONERS v. TIMOTHY E. QUILL ET AL.",521_US_793,"birth life end of life"
217,521_US_844.txt,1997,"JANET RENO, ATTORNEY GENERAL OF THE UNITED STATES, ET AL., APPELLANTS v. AMERICAN CIVIL LIBERTIES UNION ET AL.",521_US_844,"speech"
218,521_US_203.txt,1997,"RACHEL AGOSTINI, ET AL., PETITIONERS v. BETTY-LOUISE FELTON ET AL. CHANCELLOR, BOARD OF EDUCATION OF THE CITY OF NEW YORK, ET AL., PETITIONERS v. BETTY-LOUISE FELTON ET AL.",521_US_203,"religion"
219,521_US_702.txt,1997,"WASHINGTON, ET AL., PETITIONERS v. HAROLD GLUCKSBERG ET AL.",521_US_702,"birth life end of life"
220,526_US_489.txt,1999,"RITA L. SAENZ, DIRECTOR, CALIFORNIA DEPARTMENT OF SOCIAL SERVICES, ET AL., PETITIONERS v. BRENDA ROE AND ANNA DOE ETC.",526_US_489,"fourteenth amendment - citizenship"
221,530_US_640.txt,2000,"BOY SCOUTS OF AMERICA AND MONMOUTH COUNCIL, ET AL. v. JAMES DALE",530_US_640,"association"
222,530_US_466.txt,2000,"CHARLES C. APPRENDI, JR. v. NEW JERSEY",530_US_466,"sentencing and juvenile justice"
223,530_US_914.txt,2000,"DON STENBERG, ATTORNEY GENERAL OF NEBRASKA, ET AL. v. LEROY CARHART",530_US_914,"birth life end of life"
224,530_US_57.txt,2000,"JENIFER TROXEL, ET VIR v. TOMMIE GRANVILLE",530_US_57,"due process"
225,530_US_290.txt,2000,"SANTA FE INDEPENDENT SCHOOL DISTRICT v. JANE DOE, INDIVIDUALLY AND AS NEXT FRIEND FOR HER MINOR CHILDREN, JANE AND JOHN DOE, ET AL.",530_US_290,"religion"
226,533_US_53.txt,2001,TUAN ANH NGUYEN AND JOSEPH BOULAIS v. IMMIGRATION AND NATURALIZATION SERVICE,533_US_53,"due process"
227,539_US_244.txt,2003,"GRATZ ET AL. v. BOLLINGER ET AL.",539_US_244,"due process - equal protection"
228,538_US_408.txt,2003,"STATE FARM MUT. AUTOMOBILE INS. CO. v. CAMPBELL",538_US_408,"fourteenth amendment - due process"
229,546_US_418.txt,2006,"GONZALES v. O CENTRO ESPIRITA BENEFICENTE UNIAO DO VEGETAL",546_US_418,"freedom of religion"
230,548_US_399.txt,2006,"LEAGUE OF UNITED LATIN AMERICAN CITIZENS v. PERRY",548_US_399,"equality - equal protection - due process"
231,551_US_701.txt,2007,"PARENTS INVOLVED IN COMMUNITY SCHOOLS v. SEATTLE SCHOOL DISTRICT NO. 1",551_US_701,"equality - equal protection - due process"
232,556_US_868.txt,2009,"HUGH M. CAPERTON, et al., PETITIONERS v. A.T. MASSEY COAL COMPANY, INC., et al.",556_US_868,"fourteenth amendment - due process"
